Country,Year,Month,Name Of The Service Area Having Telephone Connections,"Total Telephone Connections  (UOM:Number), Scaling Factor:1000000"
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Uttar Pradesh (West),63.157767
India,"Calendar Year (Jan - Dec), 2019","December, 2019",West Bengal,55.393287
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Kolkata,26.287414
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Delhi,56.133712
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Mumbai,40.962531
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Andhra Pradesh,88.501659
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Assam,23.759015
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Bihar,84.920819
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Gujarat,68.734013
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Haryana,28.165412
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Himachal Pradesh,10.859954
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Jammu & Kashmir,9.952721
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Karnataka,69.772221
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Kerala,45.439526
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Madhya Pradesh,75.437191
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Maharashtra,94.270891
India,"Calendar Year (Jan - Dec), 2019","November, 2019",North East,12.219383
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Odisha,33.43162
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Punjab,39.932617
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Rajasthan,65.924226
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Tamil Nadu,84.01573
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Uttar Pradesh (East),95.934797
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Uttar Pradesh (West),63.841068
India,"Calendar Year (Jan - Dec), 2019","November, 2019",West Bengal,55.693903
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Kolkata,26.537089
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Delhi,56.232485
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Mumbai,41.084536
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Andhra Pradesh,89.436815
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Assam,24.538253
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Bihar,86.031547
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Gujarat,70.243608
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Haryana,28.940957
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Himachal Pradesh,10.998912
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Jammu & Kashmir,11.41331
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Karnataka,71.313953
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Kerala,46.901909
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Madhya Pradesh,77.594907
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Maharashtra,96.115256
India,"Calendar Year (Jan - Dec), 2019","October, 2019",North East,12.530464
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Odisha,33.654394
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Punjab,41.31326
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Rajasthan,66.830647
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Tamil Nadu,85.159496
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Uttar Pradesh (East),101.255538
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Uttar Pradesh (West),65.893759
India,"Calendar Year (Jan - Dec), 2019","October, 2019",West Bengal,57.227643
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Kolkata,27.129564
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Delhi,57.23104
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Mumbai,41.967447
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Andhra Pradesh,88.888759
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Assam,24.145407
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Bihar,85.40906
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Gujarat,69.830339
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Haryana,28.5125
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Himachal Pradesh,10.87215
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Jammu & Kashmir,11.450196
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Karnataka,71.208468
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Kerala,46.70442
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Madhya Pradesh,76.31783
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Maharashtra,95.095079
India,"Calendar Year (Jan - Dec), 2019","September, 2019",North East,12.393775
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Odisha,33.093017
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Punjab,40.786991
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Rajasthan,66.166677
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Tamil Nadu,84.722766
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Uttar Pradesh (East),100.74235
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Uttar Pradesh (West),65.378539
India,"Calendar Year (Jan - Dec), 2019","September, 2019",West Bengal,56.856147
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Kolkata,27.061517
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Delhi,56.92037
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Mumbai,41.689518
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Andhra Pradesh,88.86104
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Assam,23.956868
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Bihar,85.650504
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Gujarat,69.806019
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Haryana,28.393309
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Himachal Pradesh,10.825956
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Jammu & Kashmir,11.564926
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Karnataka,70.983741
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Kerala,46.43249
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Madhya Pradesh,76.157729
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Maharashtra,94.804386
India,"Calendar Year (Jan - Dec), 2019","August, 2019",North East,12.336929
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Odisha,32.72628
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Punjab,40.549692
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Rajasthan,66.137356
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Tamil Nadu,84.525637
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Uttar Pradesh (East),100.560388
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Uttar Pradesh (West),65.229975
India,"Calendar Year (Jan - Dec), 2019","August, 2019",West Bengal,56.756145
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Kolkata,26.998706
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Delhi,56.818705
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Mumbai,41.716177
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Andhra Pradesh,88.676456
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Assam,23.890306
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Bihar,85.735615
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Gujarat,69.909625
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Haryana,28.215673
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Himachal Pradesh,10.743442
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Jammu & Kashmir,11.696187
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Karnataka,70.424508
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Kerala,46.276578
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Madhya Pradesh,76.042006
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Maharashtra,94.775464
India,"Calendar Year (Jan - Dec), 2019","July, 2019",North East,12.282647
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Odisha,33.137307
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Punjab,40.117308
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Rajasthan,66.131358
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Tamil Nadu,84.279751
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Uttar Pradesh (East),100.107611
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Uttar Pradesh (West),65.284678
India,"Calendar Year (Jan - Dec), 2019","July, 2019",West Bengal,56.679312
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Kolkata,26.95422
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Delhi,56.548361
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Mumbai,41.371677
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Andhra Pradesh,88.346463
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Assam,23.654357
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Bihar,85.786473
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Gujarat,70.026992
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Haryana,28.162818
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Himachal Pradesh,10.673781
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Jammu & Kashmir,11.58037
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Karnataka,70.274172
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Kerala,46.11615
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Madhya Pradesh,76.170526
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Maharashtra,94.213729
India,"Calendar Year (Jan - Dec), 2019","June, 2019",North East,12.136007
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Odisha,32.960432
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Punjab,40.076
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Rajasthan,65.679103
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Tamil Nadu,84.142426
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Uttar Pradesh (East),100.235544
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Uttar Pradesh (West),65.160805
India,"Calendar Year (Jan - Dec), 2019","June, 2019",West Bengal,56.621352
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Kolkata,26.993467
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Delhi,56.241303
India,"Calendar Year (Jan - Dec), 2019","June, 2019",Mumbai,41.27641
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Andhra Pradesh,87.772495
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Assam,23.505762
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Bihar,85.736314
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Gujarat,70.087384
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Haryana,28.015983
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Himachal Pradesh,10.64177
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Jammu & Kashmir,11.441112
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Karnataka,69.780523
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Kerala,45.904226
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Madhya Pradesh,76.251601
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Maharashtra,94.185011
India,"Calendar Year (Jan - Dec), 2019","May, 2019",North East,12.082247
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Odisha,32.761956
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Punjab,39.954333
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Rajasthan,65.545977
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Tamil Nadu,84.154586
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Uttar Pradesh (East),99.691849
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Uttar Pradesh (West),64.766668
India,"Calendar Year (Jan - Dec), 2019","May, 2019",West Bengal,56.670731
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Kolkata,26.981101
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Delhi,56.100399
India,"Calendar Year (Jan - Dec), 2019","May, 2019",Mumbai,40.987394
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Andhra Pradesh,88.005801
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Assam,23.426284
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Bihar,85.632929
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Gujarat,69.856023
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Haryana,27.886734
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Himachal Pradesh,10.591921
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Jammu & Kashmir,11.452673
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Karnataka,69.680955
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Kerala,45.979276
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Madhya Pradesh,76.066495
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Maharashtra,94.533229
India,"Calendar Year (Jan - Dec), 2019","April, 2019",North East,11.988972
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Odisha,32.581015
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Punjab,40.000402
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Rajasthan,65.239401
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Tamil Nadu,84.400843
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Uttar Pradesh (East),100.076523
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Uttar Pradesh (West),64.964997
India,"Calendar Year (Jan - Dec), 2019","April, 2019",West Bengal,57.55155
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Kolkata,27.036593
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Delhi,55.749272
India,"Calendar Year (Jan - Dec), 2019","April, 2019",Mumbai,40.966369
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Andhra Pradesh,88.170245
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Assam,23.080711
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Bihar,85.308742
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Gujarat,70.534207
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Haryana,27.99096
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Himachal Pradesh,10.630749
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Jammu & Kashmir,11.437233
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Karnataka,70.398285
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Kerala,45.840356
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Madhya Pradesh,75.718114
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Maharashtra,94.548392
India,"Calendar Year (Jan - Dec), 2019","March, 2019",North East,12.115134
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Odisha,32.93041
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Punjab,40.014807
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Rajasthan,64.774956
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Tamil Nadu,84.48047
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Uttar Pradesh (East),99.449999
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Uttar Pradesh (West),64.887552
India,"Calendar Year (Jan - Dec), 2019","March, 2019",West Bengal,57.71964
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Kolkata,27.04785
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Delhi,55.394424
India,"Calendar Year (Jan - Dec), 2019","March, 2019",Mumbai,40.934182
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Andhra Pradesh,89.445935
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Assam,22.530591
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Bihar,89.335356
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Gujarat,72.346183
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Haryana,28.123718
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Himachal Pradesh,10.704225
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Jammu & Kashmir,11.632242
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Karnataka,70.991773
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Kerala,45.780247
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Madhya Pradesh,78.392097
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Maharashtra,97.169464
India,"Calendar Year (Jan - Dec), 2019","February, 2019",North East,12.266704
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Odisha,33.757151
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Punjab,40.133981
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Rajasthan,67.380672
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Tamil Nadu,84.246503
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Uttar Pradesh (East),103.182289
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Uttar Pradesh (West),64.482247
India,"Calendar Year (Jan - Dec), 2019","February, 2019",West Bengal,59.623743
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Kolkata,27.958246
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Delhi,55.133846
India,"Calendar Year (Jan - Dec), 2019","February, 2019",Mumbai,40.764755
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Andhra Pradesh,89.289165
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Assam,22.329081
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Bihar,88.83928
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Gujarat,72.266176
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Haryana,28.13796
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Himachal Pradesh,10.66887
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Jammu & Kashmir,11.641099
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Karnataka,70.988285
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Kerala,45.735506
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Madhya Pradesh,78.271677
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Maharashtra,97.007419
India,"Calendar Year (Jan - Dec), 2019","January, 2019",North East,12.190704
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Odisha,33.530548
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Punjab,40.155652
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Rajasthan,67.323197
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Tamil Nadu,84.627251
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Uttar Pradesh (East),102.877576
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Uttar Pradesh (West),65.009188
India,"Calendar Year (Jan - Dec), 2019","January, 2019",West Bengal,59.424039
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Kolkata,27.994631
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Delhi,54.9029
India,"Calendar Year (Jan - Dec), 2019","January, 2019",Mumbai,40.701434
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Andhra Pradesh,88.643813
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Assam,21.863058
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Bihar,88.320985
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Gujarat,71.872209
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Haryana,27.961623
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Himachal Pradesh,10.619436
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Jammu & Kashmir,11.611239
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Karnataka,70.791006
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Kerala,45.55632
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Madhya Pradesh,77.829904
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Maharashtra,96.489235
India,"Calendar Year (Jan - Dec), 2018","December, 2018",North East,11.869179
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Odisha,33.372711
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Punjab,40.112092
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Rajasthan,66.937183
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Tamil Nadu,84.943307
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Uttar Pradesh (East),102.240828
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Uttar Pradesh (West),65.061895
India,"Calendar Year (Jan - Dec), 2018","December, 2018",West Bengal,59.096659
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Kolkata,27.791102
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Delhi,54.333749
India,"Calendar Year (Jan - Dec), 2018","December, 2018",Mumbai,40.572528
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Andhra Pradesh,88.258159
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Assam,21.82571
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Bihar,87.807793
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Gujarat,71.596576
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Haryana,27.819701
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Himachal Pradesh,10.571383
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Jammu & Kashmir,11.560789
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Karnataka,70.72167
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Kerala,45.392517
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Madhya Pradesh,77.599279
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Maharashtra,95.90281
India,"Calendar Year (Jan - Dec), 2018","November, 2018",North East,11.977678
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Odisha,33.335445
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Punjab,40.110353
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Rajasthan,66.637945
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Tamil Nadu,84.802996
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Uttar Pradesh (East),102.005557
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Uttar Pradesh (West),64.830263
India,"Calendar Year (Jan - Dec), 2018","November, 2018",West Bengal,58.685272
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Kolkata,27.707556
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Delhi,54.261547
India,"Calendar Year (Jan - Dec), 2018","November, 2018",Mumbai,40.37414
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Andhra Pradesh,88.190844
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Assam,21.792126
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Bihar,87.695035
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Gujarat,71.237826
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Haryana,27.751096
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Himachal Pradesh,10.526718
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Jammu & Kashmir,11.515318
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Karnataka,70.703377
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Kerala,45.356819
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Madhya Pradesh,91.952064
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Maharashtra,81.481055
India,"Calendar Year (Jan - Dec), 2018","October, 2018",North East,11.90292
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Odisha,33.310487
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Punjab,40.04044
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Rajasthan,66.410322
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Tamil Nadu,84.61149
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Uttar Pradesh (East),107.086956
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Uttar Pradesh (West),59.754293
India,"Calendar Year (Jan - Dec), 2018","October, 2018",West Bengal,58.628528
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Kolkata,27.658584
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Delhi,54.194146
India,"Calendar Year (Jan - Dec), 2018","October, 2018",Mumbai,40.329787
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Andhra Pradesh,87.893349
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Assam,21.743191
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Bihar,87.767392
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Gujarat,71.525637
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Haryana,27.826181
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Himachal Pradesh,10.498584
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Jammu & Kashmir,11.436226
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Karnataka,70.519039
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Kerala,45.282718
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Madhya Pradesh,77.537006
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Maharashtra,96.101098
India,"Calendar Year (Jan - Dec), 2018","September, 2018",North East,11.883974
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Odisha,33.374266
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Punjab,39.908346
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Rajasthan,66.436702
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Tamil Nadu,84.427883
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Uttar Pradesh (East),102.407609
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Uttar Pradesh (West),64.854354
India,"Calendar Year (Jan - Dec), 2018","September, 2018",West Bengal,58.69587
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Kolkata,27.5723
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Delhi,53.799999
India,"Calendar Year (Jan - Dec), 2018","September, 2018",Mumbai,40.123217
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Andhra Pradesh,88.039871
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Assam,21.693336
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Bihar,87.783481
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Gujarat,71.852115
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Haryana,28.02212
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Himachal Pradesh,10.465805
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Jammu & Kashmir,11.374579
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Karnataka,70.381285
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Kerala,45.185874
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Madhya Pradesh,76.919477
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Maharashtra,96.509279
India,"Calendar Year (Jan - Dec), 2018","August, 2018",North East,11.973597
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Odisha,33.417343
