Country,Year,Month,Name Of The Service Area Having Telephone Connections,"Total Telephone Connections  (UOM:Number), Scaling Factor:1000000"
India,"Calendar Year (Jan - Dec), 2022","August, 2022",Uttar Pradesh (East),102.28
India,"Calendar Year (Jan - Dec), 2022","August, 2022",Uttar Pradesh (West),65.24
India,"Calendar Year (Jan - Dec), 2022","August, 2022",West Bengal,57.76
India,"Calendar Year (Jan - Dec), 2022","August, 2022",Kolkata,24.74
India,"Calendar Year (Jan - Dec), 2022","August, 2022",Delhi,56.82
India,"Calendar Year (Jan - Dec), 2022","August, 2022",Mumbai,37.07
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Andhra Pradesh,85.25
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Assam,24.55
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Bihar,90.17
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Gujarat,68.34
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Haryana,27.18
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Himachal Pradesh,9.93
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Jammu & Kashmir,12.21
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Karnataka,68.21
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Kerala,44.14
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Madhya Pradesh,78.61
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Maharashtra,93.77
India,"Calendar Year (Jan - Dec), 2022","July, 2022",North East,12.22
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Odisha,33.26
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Punjab,37.39
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Rajasthan,64.04
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Tamil Nadu,80.64
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Uttar Pradesh (East),102.19
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Uttar Pradesh (West),65.28
India,"Calendar Year (Jan - Dec), 2022","July, 2022",West Bengal,57.62
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Kolkata,24.8
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Delhi,56.59
India,"Calendar Year (Jan - Dec), 2022","July, 2022",Mumbai,37.1
India,"Calendar Year (Jan - Dec), 2022","June, 2022",Andhra Pradesh,85.28
India,"Calendar Year (Jan - Dec), 2022","June, 2022",Assam,24.35
India,"Calendar Year (Jan - Dec), 2022","June, 2022",Bihar,89.42
India,"Calendar Year (Jan - Dec), 2022","June, 2022",Gujarat,68.47
India,"Calendar Year (Jan - Dec), 2022","June, 2022",Haryana,27.48
India,"Calendar Year (Jan - Dec), 2022","June, 2022",Himachal Pradesh,9.91
India,"Calendar Year (Jan - Dec), 2022","June, 2022",Jammu & Kashmir,12.05
India,"Calendar Year (Jan - Dec), 2022","June, 2022",Karnataka,67.99
India,"Calendar Year (Jan - Dec), 2022","June, 2022",Kerala,44.2
India,"Calendar Year (Jan - Dec), 2022","June, 2022",Madhya Pradesh,78.38
India,"Calendar Year (Jan - Dec), 2022","June, 2022",Maharashtra,93.75
India,"Calendar Year (Jan - Dec), 2022","June, 2022",North East,12.15
India,"Calendar Year (Jan - Dec), 2022","June, 2022",Odisha,33.15
India,"Calendar Year (Jan - Dec), 2022","June, 2022",Punjab,37.36
India,"Calendar Year (Jan - Dec), 2022","June, 2022",Rajasthan,63.87
India,"Calendar Year (Jan - Dec), 2022","June, 2022",Tamil Nadu,81.29
India,"Calendar Year (Jan - Dec), 2022","June, 2022",Uttar Pradesh (East),102.33
India,"Calendar Year (Jan - Dec), 2022","June, 2022",Uttar Pradesh (West),65.12
India,"Calendar Year (Jan - Dec), 2022","June, 2022",West Bengal,57.36
India,"Calendar Year (Jan - Dec), 2022","June, 2022",Kolkata,24.59
India,"Calendar Year (Jan - Dec), 2022","June, 2022",Delhi,56.96
India,"Calendar Year (Jan - Dec), 2022","June, 2022",Mumbai,37.37
India,"Calendar Year (Jan - Dec), 2022","May, 2022",Andhra Pradesh,85.19
India,"Calendar Year (Jan - Dec), 2022","May, 2022",Assam,24.38
India,"Calendar Year (Jan - Dec), 2022","May, 2022",Bihar,88.36
India,"Calendar Year (Jan - Dec), 2022","May, 2022",Gujarat,68.48
India,"Calendar Year (Jan - Dec), 2022","May, 2022",Haryana,27
India,"Calendar Year (Jan - Dec), 2022","May, 2022",Himachal Pradesh,10.05
India,"Calendar Year (Jan - Dec), 2022","May, 2022",Jammu & Kashmir,12.56
India,"Calendar Year (Jan - Dec), 2022","May, 2022",Karnataka,67.86
India,"Calendar Year (Jan - Dec), 2022","May, 2022",Kerala,44.34
India,"Calendar Year (Jan - Dec), 2022","May, 2022",Madhya Pradesh,78.17
India,"Calendar Year (Jan - Dec), 2022","May, 2022",Maharashtra,93.19
India,"Calendar Year (Jan - Dec), 2022","May, 2022",North East,12.24
India,"Calendar Year (Jan - Dec), 2022","May, 2022",Odisha,33.16
India,"Calendar Year (Jan - Dec), 2022","May, 2022",Punjab,37.34
India,"Calendar Year (Jan - Dec), 2022","May, 2022",Rajasthan,63.78
India,"Calendar Year (Jan - Dec), 2022","May, 2022",Tamil Nadu,81.33
India,"Calendar Year (Jan - Dec), 2022","May, 2022",Uttar Pradesh (East),102.15
India,"Calendar Year (Jan - Dec), 2022","May, 2022",Uttar Pradesh (West),65.08
India,"Calendar Year (Jan - Dec), 2022","May, 2022",West Bengal,57.11
India,"Calendar Year (Jan - Dec), 2022","May, 2022",Kolkata,24.57
India,"Calendar Year (Jan - Dec), 2022","May, 2022",Delhi,56.68
India,"Calendar Year (Jan - Dec), 2022","May, 2022",Mumbai,37.58
India,"Calendar Year (Jan - Dec), 2022","April, 2022",Andhra Pradesh,84.93
India,"Calendar Year (Jan - Dec), 2022","April, 2022",Assam,24.4
India,"Calendar Year (Jan - Dec), 2022","April, 2022",Bihar,87.39
India,"Calendar Year (Jan - Dec), 2022","April, 2022",Gujarat,68.39
India,"Calendar Year (Jan - Dec), 2022","April, 2022",Haryana,27.62
India,"Calendar Year (Jan - Dec), 2022","April, 2022",Himachal Pradesh,10.26
India,"Calendar Year (Jan - Dec), 2022","April, 2022",Jammu & Kashmir,12.4
India,"Calendar Year (Jan - Dec), 2022","April, 2022",Karnataka,67.62
India,"Calendar Year (Jan - Dec), 2022","April, 2022",Kerala,44.52
India,"Calendar Year (Jan - Dec), 2022","April, 2022",Madhya Pradesh,77.65
India,"Calendar Year (Jan - Dec), 2022","April, 2022",Maharashtra,92.91
India,"Calendar Year (Jan - Dec), 2022","April, 2022",North East,12.2
India,"Calendar Year (Jan - Dec), 2022","April, 2022",Odisha,32.91
India,"Calendar Year (Jan - Dec), 2022","April, 2022",Punjab,37.27
India,"Calendar Year (Jan - Dec), 2022","April, 2022",Rajasthan,63.58
India,"Calendar Year (Jan - Dec), 2022","April, 2022",Tamil Nadu,81.24
India,"Calendar Year (Jan - Dec), 2022","April, 2022",Uttar Pradesh (East),101.56
India,"Calendar Year (Jan - Dec), 2022","April, 2022",Uttar Pradesh (West),64.71
India,"Calendar Year (Jan - Dec), 2022","April, 2022",West Bengal,57.24
India,"Calendar Year (Jan - Dec), 2022","April, 2022",Kolkata,24.77
India,"Calendar Year (Jan - Dec), 2022","April, 2022",Delhi,56.59
India,"Calendar Year (Jan - Dec), 2022","April, 2022",Mumbai,37.57
India,"Calendar Year (Jan - Dec), 2022","March, 2022",Andhra Pradesh,85.12
India,"Calendar Year (Jan - Dec), 2022","March, 2022",Assam,24.25
India,"Calendar Year (Jan - Dec), 2022","March, 2022",Bihar,86.76
India,"Calendar Year (Jan - Dec), 2022","March, 2022",Gujarat,68.36
India,"Calendar Year (Jan - Dec), 2022","March, 2022",Haryana,27.56
India,"Calendar Year (Jan - Dec), 2022","March, 2022",Himachal Pradesh,10.29
India,"Calendar Year (Jan - Dec), 2022","March, 2022",Jammu & Kashmir,12.23
India,"Calendar Year (Jan - Dec), 2022","March, 2022",Karnataka,67.37
India,"Calendar Year (Jan - Dec), 2022","March, 2022",Kerala,44.69
India,"Calendar Year (Jan - Dec), 2022","March, 2022",Madhya Pradesh,77.79
India,"Calendar Year (Jan - Dec), 2022","March, 2022",Maharashtra,93.69
India,"Calendar Year (Jan - Dec), 2022","March, 2022",North East,12.08
India,"Calendar Year (Jan - Dec), 2022","March, 2022",Odisha,33.12
India,"Calendar Year (Jan - Dec), 2022","March, 2022",Punjab,37.67
India,"Calendar Year (Jan - Dec), 2022","March, 2022",Rajasthan,63.88
India,"Calendar Year (Jan - Dec), 2022","March, 2022",Tamil Nadu,81.15
India,"Calendar Year (Jan - Dec), 2022","March, 2022",Uttar Pradesh (East),101.16
India,"Calendar Year (Jan - Dec), 2022","March, 2022",Uttar Pradesh (West),64.69
India,"Calendar Year (Jan - Dec), 2022","March, 2022",West Bengal,56.75
India,"Calendar Year (Jan - Dec), 2022","March, 2022",Kolkata,24.67
India,"Calendar Year (Jan - Dec), 2022","March, 2022",Delhi,56.2
India,"Calendar Year (Jan - Dec), 2022","March, 2022",Mumbai,37.36
India,"Calendar Year (Jan - Dec), 2022","February, 2022",Andhra Pradesh,85.2
India,"Calendar Year (Jan - Dec), 2022","February, 2022",Assam,24.21
India,"Calendar Year (Jan - Dec), 2022","February, 2022",Bihar,86.3
India,"Calendar Year (Jan - Dec), 2022","February, 2022",Gujarat,68.07
India,"Calendar Year (Jan - Dec), 2022","February, 2022",Haryana,27.6
India,"Calendar Year (Jan - Dec), 2022","February, 2022",Himachal Pradesh,10.33
India,"Calendar Year (Jan - Dec), 2022","February, 2022",Jammu & Kashmir,12.12
India,"Calendar Year (Jan - Dec), 2022","February, 2022",Karnataka,67.55
India,"Calendar Year (Jan - Dec), 2022","February, 2022",Kerala,44.98
India,"Calendar Year (Jan - Dec), 2022","February, 2022",Madhya Pradesh,77.54
India,"Calendar Year (Jan - Dec), 2022","February, 2022",Maharashtra,93.62
India,"Calendar Year (Jan - Dec), 2022","February, 2022",North East,12.04
India,"Calendar Year (Jan - Dec), 2022","February, 2022",Odisha,32.87
India,"Calendar Year (Jan - Dec), 2022","February, 2022",Punjab,38.02
India,"Calendar Year (Jan - Dec), 2022","February, 2022",Rajasthan,63.34
India,"Calendar Year (Jan - Dec), 2022","February, 2022",Tamil Nadu,81.82
India,"Calendar Year (Jan - Dec), 2022","February, 2022",Uttar Pradesh (East),101.16
India,"Calendar Year (Jan - Dec), 2022","February, 2022",Uttar Pradesh (West),64.55
India,"Calendar Year (Jan - Dec), 2022","February, 2022",West Bengal,56.76
India,"Calendar Year (Jan - Dec), 2022","February, 2022",Kolkata,24.67
India,"Calendar Year (Jan - Dec), 2022","February, 2022",Delhi,56
India,"Calendar Year (Jan - Dec), 2022","February, 2022",Mumbai,37.3
India,"Calendar Year (Jan - Dec), 2022","January, 2022",Andhra Pradesh,85.79
India,"Calendar Year (Jan - Dec), 2022","January, 2022",Assam,24.26
India,"Calendar Year (Jan - Dec), 2022","January, 2022",Bihar,86.41
India,"Calendar Year (Jan - Dec), 2022","January, 2022",Gujarat,68.09
India,"Calendar Year (Jan - Dec), 2022","January, 2022",Haryana,27.55
India,"Calendar Year (Jan - Dec), 2022","January, 2022",Himachal Pradesh,10.35
India,"Calendar Year (Jan - Dec), 2022","January, 2022",Jammu & Kashmir,12.08
India,"Calendar Year (Jan - Dec), 2022","January, 2022",Karnataka,67.85
India,"Calendar Year (Jan - Dec), 2022","January, 2022",Kerala,45.3
India,"Calendar Year (Jan - Dec), 2022","January, 2022",Madhya Pradesh,78.21
India,"Calendar Year (Jan - Dec), 2022","January, 2022",Maharashtra,93.76
India,"Calendar Year (Jan - Dec), 2022","January, 2022",North East,12.07
India,"Calendar Year (Jan - Dec), 2022","January, 2022",Odisha,33.15
India,"Calendar Year (Jan - Dec), 2022","January, 2022",Punjab,38
India,"Calendar Year (Jan - Dec), 2022","January, 2022",Rajasthan,63.62
India,"Calendar Year (Jan - Dec), 2022","January, 2022",Tamil Nadu,82.38
India,"Calendar Year (Jan - Dec), 2022","January, 2022",Uttar Pradesh (East),100.65
India,"Calendar Year (Jan - Dec), 2022","January, 2022",Uttar Pradesh (West),64.65
India,"Calendar Year (Jan - Dec), 2022","January, 2022",West Bengal,56.94
India,"Calendar Year (Jan - Dec), 2022","January, 2022",Kolkata,24.88
India,"Calendar Year (Jan - Dec), 2022","January, 2022",Delhi,56.07
India,"Calendar Year (Jan - Dec), 2022","January, 2022",Mumbai,37.34
India,"Calendar Year (Jan - Dec), 2021","December, 2021",Andhra Pradesh,86.78
India,"Calendar Year (Jan - Dec), 2021","December, 2021",Assam,24.42
India,"Calendar Year (Jan - Dec), 2021","December, 2021",Bihar,87.18
India,"Calendar Year (Jan - Dec), 2021","December, 2021",Gujarat,68.54
India,"Calendar Year (Jan - Dec), 2021","December, 2021",Haryana,27.96
India,"Calendar Year (Jan - Dec), 2021","December, 2021",Himachal Pradesh,10.46
India,"Calendar Year (Jan - Dec), 2021","December, 2021",Jammu & Kashmir,12.07
India,"Calendar Year (Jan - Dec), 2021","December, 2021",Karnataka,68.82
India,"Calendar Year (Jan - Dec), 2021","December, 2021",Kerala,45.67
India,"Calendar Year (Jan - Dec), 2021","December, 2021",Madhya Pradesh,78.34
India,"Calendar Year (Jan - Dec), 2021","December, 2021",Maharashtra,93.78
India,"Calendar Year (Jan - Dec), 2021","December, 2021",North East,12.15
India,"Calendar Year (Jan - Dec), 2021","December, 2021",Odisha,33.48
India,"Calendar Year (Jan - Dec), 2021","December, 2021",Punjab,38.61
India,"Calendar Year (Jan - Dec), 2021","December, 2021",Rajasthan,64.02
India,"Calendar Year (Jan - Dec), 2021","December, 2021",Tamil Nadu,83.16
India,"Calendar Year (Jan - Dec), 2021","December, 2021",Uttar Pradesh (East),101.03
India,"Calendar Year (Jan - Dec), 2021","December, 2021",Uttar Pradesh (West),64.75
India,"Calendar Year (Jan - Dec), 2021","December, 2021",West Bengal,57.75
India,"Calendar Year (Jan - Dec), 2021","December, 2021",Kolkata,25.21
India,"Calendar Year (Jan - Dec), 2021","December, 2021",Delhi,56.4
India,"Calendar Year (Jan - Dec), 2021","December, 2021",Mumbai,37.26
India,"Calendar Year (Jan - Dec), 2021","November, 2021",Andhra Pradesh,88.07
India,"Calendar Year (Jan - Dec), 2021","November, 2021",Assam,24.57
India,"Calendar Year (Jan - Dec), 2021","November, 2021",Bihar,87.43
India,"Calendar Year (Jan - Dec), 2021","November, 2021",Gujarat,69.71
India,"Calendar Year (Jan - Dec), 2021","November, 2021",Haryana,28.18
India,"Calendar Year (Jan - Dec), 2021","November, 2021",Himachal Pradesh,10.58
India,"Calendar Year (Jan - Dec), 2021","November, 2021",Jammu & Kashmir,12.01
India,"Calendar Year (Jan - Dec), 2021","November, 2021",Karnataka,69.1
India,"Calendar Year (Jan - Dec), 2021","November, 2021",Kerala,45.64
India,"Calendar Year (Jan - Dec), 2021","November, 2021",Madhya Pradesh,80.36
India,"Calendar Year (Jan - Dec), 2021","November, 2021",Maharashtra,95.69
India,"Calendar Year (Jan - Dec), 2021","November, 2021",North East,12.22
India,"Calendar Year (Jan - Dec), 2021","November, 2021",Odisha,33.73
India,"Calendar Year (Jan - Dec), 2021","November, 2021",Punjab,38.99
India,"Calendar Year (Jan - Dec), 2021","November, 2021",Rajasthan,65.54
India,"Calendar Year (Jan - Dec), 2021","November, 2021",Tamil Nadu,83.71
India,"Calendar Year (Jan - Dec), 2021","November, 2021",Uttar Pradesh (East),102.37
India,"Calendar Year (Jan - Dec), 2021","November, 2021",Uttar Pradesh (West),65.46
India,"Calendar Year (Jan - Dec), 2021","November, 2021",West Bengal,57.88
India,"Calendar Year (Jan - Dec), 2021","November, 2021",Kolkata,25.24
India,"Calendar Year (Jan - Dec), 2021","November, 2021",Delhi,56.25
India,"Calendar Year (Jan - Dec), 2021","November, 2021",Mumbai,38.3
India,"Calendar Year (Jan - Dec), 2021","October, 2021",Andhra Pradesh,87.89
India,"Calendar Year (Jan - Dec), 2021","October, 2021",Assam,24.62
India,"Calendar Year (Jan - Dec), 2021","October, 2021",Bihar,87.03
India,"Calendar Year (Jan - Dec), 2021","October, 2021",Gujarat,69.74
India,"Calendar Year (Jan - Dec), 2021","October, 2021",Haryana,28.31
India,"Calendar Year (Jan - Dec), 2021","October, 2021",Himachal Pradesh,10.52
India,"Calendar Year (Jan - Dec), 2021","October, 2021",Jammu & Kashmir,11.91
India,"Calendar Year (Jan - Dec), 2021","October, 2021",Karnataka,69.17
India,"Calendar Year (Jan - Dec), 2021","October, 2021",Kerala,45.51
India,"Calendar Year (Jan - Dec), 2021","October, 2021",Madhya Pradesh,80.26
India,"Calendar Year (Jan - Dec), 2021","October, 2021",Maharashtra,95.59
India,"Calendar Year (Jan - Dec), 2021","October, 2021",North East,12.2
India,"Calendar Year (Jan - Dec), 2021","October, 2021",Odisha,33.76
India,"Calendar Year (Jan - Dec), 2021","October, 2021",Punjab,38.92
India,"Calendar Year (Jan - Dec), 2021","October, 2021",Rajasthan,65.35
India,"Calendar Year (Jan - Dec), 2021","October, 2021",Tamil Nadu,83.47
India,"Calendar Year (Jan - Dec), 2021","October, 2021",Uttar Pradesh (East),102.66
India,"Calendar Year (Jan - Dec), 2021","October, 2021",Uttar Pradesh (West),65.13
India,"Calendar Year (Jan - Dec), 2021","October, 2021",West Bengal,57.58
India,"Calendar Year (Jan - Dec), 2021","October, 2021",Kolkata,25.31
India,"Calendar Year (Jan - Dec), 2021","October, 2021",Delhi,56.3
India,"Calendar Year (Jan - Dec), 2021","October, 2021",Mumbai,38.33
India,"Calendar Year (Jan - Dec), 2021","September, 2021",Andhra Pradesh,88.16
India,"Calendar Year (Jan - Dec), 2021","September, 2021",Assam,24.53
India,"Calendar Year (Jan - Dec), 2021","September, 2021",Bihar,87.31
India,"Calendar Year (Jan - Dec), 2021","September, 2021",Gujarat,69.71
India,"Calendar Year (Jan - Dec), 2021","September, 2021",Haryana,28.32
India,"Calendar Year (Jan - Dec), 2021","September, 2021",Himachal Pradesh,10.51
India,"Calendar Year (Jan - Dec), 2021","September, 2021",Jammu & Kashmir,11.94
India,"Calendar Year (Jan - Dec), 2021","September, 2021",Karnataka,69.26
India,"Calendar Year (Jan - Dec), 2021","September, 2021",Kerala,45.41
India,"Calendar Year (Jan - Dec), 2021","September, 2021",Madhya Pradesh,79.76
India,"Calendar Year (Jan - Dec), 2021","September, 2021",Maharashtra,95.19
India,"Calendar Year (Jan - Dec), 2021","September, 2021",North East,12.17
India,"Calendar Year (Jan - Dec), 2021","September, 2021",Odisha,34.04
India,"Calendar Year (Jan - Dec), 2021","September, 2021",Punjab,38.76
India,"Calendar Year (Jan - Dec), 2021","September, 2021",Rajasthan,65.31
India,"Calendar Year (Jan - Dec), 2021","September, 2021",Tamil Nadu,83.75
India,"Calendar Year (Jan - Dec), 2021","September, 2021",Uttar Pradesh (East),102.4
India,"Calendar Year (Jan - Dec), 2021","September, 2021",Uttar Pradesh (West),64.97
India,"Calendar Year (Jan - Dec), 2021","September, 2021",West Bengal,57.63
India,"Calendar Year (Jan - Dec), 2021","September, 2021",Kolkata,25.58
India,"Calendar Year (Jan - Dec), 2021","September, 2021",Delhi,56.11
India,"Calendar Year (Jan - Dec), 2021","September, 2021",Mumbai,38.28
India,"Calendar Year (Jan - Dec), 2021","August, 2021",Andhra Pradesh,89.37
India,"Calendar Year (Jan - Dec), 2021","August, 2021",Assam,25.41
India,"Calendar Year (Jan - Dec), 2021","August, 2021",Bihar,87.56
India,"Calendar Year (Jan - Dec), 2021","August, 2021",Gujarat,71.07
India,"Calendar Year (Jan - Dec), 2021","August, 2021",Haryana,28.59
India,"Calendar Year (Jan - Dec), 2021","August, 2021",Himachal Pradesh,11.07
India,"Calendar Year (Jan - Dec), 2021","August, 2021",Jammu & Kashmir,12.18
India,"Calendar Year (Jan - Dec), 2021","August, 2021",Karnataka,70.28
India,"Calendar Year (Jan - Dec), 2021","August, 2021",Kerala,46.82
India,"Calendar Year (Jan - Dec), 2021","August, 2021",Madhya Pradesh,80.12
India,"Calendar Year (Jan - Dec), 2021","August, 2021",Maharashtra,96.2
India,"Calendar Year (Jan - Dec), 2021","August, 2021",North East,12.63
India,"Calendar Year (Jan - Dec), 2021","August, 2021",Odisha,35.18
India,"Calendar Year (Jan - Dec), 2021","August, 2021",Punjab,40.07
India,"Calendar Year (Jan - Dec), 2021","August, 2021",Rajasthan,66.06
India,"Calendar Year (Jan - Dec), 2021","August, 2021",Tamil Nadu,85.14
India,"Calendar Year (Jan - Dec), 2021","August, 2021",Uttar Pradesh (East),103
India,"Calendar Year (Jan - Dec), 2021","August, 2021",Uttar Pradesh (West),65.33
India,"Calendar Year (Jan - Dec), 2021","August, 2021",West Bengal,57.96
India,"Calendar Year (Jan - Dec), 2021","August, 2021",Kolkata,27
India,"Calendar Year (Jan - Dec), 2021","August, 2021",Delhi,57.79
India,"Calendar Year (Jan - Dec), 2021","August, 2021",Mumbai,40.69
India,"Calendar Year (Jan - Dec), 2021","July, 2021",Andhra Pradesh,89.35
India,"Calendar Year (Jan - Dec), 2021","July, 2021",Assam,25.42
India,"Calendar Year (Jan - Dec), 2021","July, 2021",Bihar,87.68
India,"Calendar Year (Jan - Dec), 2021","July, 2021",Gujarat,71.38
India,"Calendar Year (Jan - Dec), 2021","July, 2021",Haryana,28.53
India,"Calendar Year (Jan - Dec), 2021","July, 2021",Himachal Pradesh,11.02
India,"Calendar Year (Jan - Dec), 2021","July, 2021",Jammu & Kashmir,12.15
India,"Calendar Year (Jan - Dec), 2021","July, 2021",Karnataka,70.1
India,"Calendar Year (Jan - Dec), 2021","July, 2021",Kerala,46.79
India,"Calendar Year (Jan - Dec), 2021","July, 2021",Madhya Pradesh,79.96
India,"Calendar Year (Jan - Dec), 2021","July, 2021",Maharashtra,96.55
India,"Calendar Year (Jan - Dec), 2021","July, 2021",North East,12.62
India,"Calendar Year (Jan - Dec), 2021","July, 2021",Odisha,35.33
India,"Calendar Year (Jan - Dec), 2021","July, 2021",Punjab,39.87
India,"Calendar Year (Jan - Dec), 2021","July, 2021",Rajasthan,66.17
India,"Calendar Year (Jan - Dec), 2021","July, 2021",Tamil Nadu,84.7
India,"Calendar Year (Jan - Dec), 2021","July, 2021",Uttar Pradesh (East),103.23
India,"Calendar Year (Jan - Dec), 2021","July, 2021",Uttar Pradesh (West),65.1
India,"Calendar Year (Jan - Dec), 2021","July, 2021",West Bengal,57.93
India,"Calendar Year (Jan - Dec), 2021","July, 2021",Kolkata,27.02
India,"Calendar Year (Jan - Dec), 2021","July, 2021",Delhi,57.95
India,"Calendar Year (Jan - Dec), 2021","July, 2021",Mumbai,40.53
India,"Calendar Year (Jan - Dec), 2021","June, 2021",Andhra Pradesh,89.3
India,"Calendar Year (Jan - Dec), 2021","June, 2021",Assam,25.23
India,"Calendar Year (Jan - Dec), 2021","June, 2021",Bihar,86.99
India,"Calendar Year (Jan - Dec), 2021","June, 2021",Gujarat,70.96
India,"Calendar Year (Jan - Dec), 2021","June, 2021",Haryana,28.32
India,"Calendar Year (Jan - Dec), 2021","June, 2021",Himachal Pradesh,10.96
India,"Calendar Year (Jan - Dec), 2021","June, 2021",Jammu & Kashmir,12.14
India,"Calendar Year (Jan - Dec), 2021","June, 2021",Karnataka,70.11
India,"Calendar Year (Jan - Dec), 2021","June, 2021",Kerala,46.44
India,"Calendar Year (Jan - Dec), 2021","June, 2021",Madhya Pradesh,79.29
India,"Calendar Year (Jan - Dec), 2021","June, 2021",Maharashtra,95.93
India,"Calendar Year (Jan - Dec), 2021","June, 2021",North East,12.62
India,"Calendar Year (Jan - Dec), 2021","June, 2021",Odisha,35.04
India,"Calendar Year (Jan - Dec), 2021","June, 2021",Punjab,39.64
India,"Calendar Year (Jan - Dec), 2021","June, 2021",Rajasthan,66.1
India,"Calendar Year (Jan - Dec), 2021","June, 2021",Tamil Nadu,84.65
India,"Calendar Year (Jan - Dec), 2021","June, 2021",Uttar Pradesh (East),101.88
India,"Calendar Year (Jan - Dec), 2021","June, 2021",Uttar Pradesh (West),64.22
India,"Calendar Year (Jan - Dec), 2021","June, 2021",West Bengal,57.44
India,"Calendar Year (Jan - Dec), 2021","June, 2021",Kolkata,26.96
India,"Calendar Year (Jan - Dec), 2021","June, 2021",Delhi,58.02
India,"Calendar Year (Jan - Dec), 2021","June, 2021",Mumbai,40.29
India,"Calendar Year (Jan - Dec), 2021","May, 2021",Andhra Pradesh,89.07
India,"Calendar Year (Jan - Dec), 2021","May, 2021",Assam,25.18
India,"Calendar Year (Jan - Dec), 2021","May, 2021",Bihar,86.55
India,"Calendar Year (Jan - Dec), 2021","May, 2021",Gujarat,70.61
India,"Calendar Year (Jan - Dec), 2021","May, 2021",Haryana,28.24
India,"Calendar Year (Jan - Dec), 2021","May, 2021",Himachal Pradesh,11.18
India,"Calendar Year (Jan - Dec), 2021","May, 2021",Jammu & Kashmir,12.04
India,"Calendar Year (Jan - Dec), 2021","May, 2021",Karnataka,69.88
India,"Calendar Year (Jan - Dec), 2021","May, 2021",Kerala,46.41
India,"Calendar Year (Jan - Dec), 2021","May, 2021",Madhya Pradesh,78.8
India,"Calendar Year (Jan - Dec), 2021","May, 2021",Maharashtra,95.68
India,"Calendar Year (Jan - Dec), 2021","May, 2021",North East,12.6
India,"Calendar Year (Jan - Dec), 2021","May, 2021",Odisha,34.73
India,"Calendar Year (Jan - Dec), 2021","May, 2021",Punjab,39.46
India,"Calendar Year (Jan - Dec), 2021","May, 2021",Rajasthan,66.03
India,"Calendar Year (Jan - Dec), 2021","May, 2021",Tamil Nadu,84.33
India,"Calendar Year (Jan - Dec), 2021","May, 2021",Uttar Pradesh (East),101.75
India,"Calendar Year (Jan - Dec), 2021","May, 2021",Uttar Pradesh (West),64.31
India,"Calendar Year (Jan - Dec), 2021","May, 2021",West Bengal,57.05
India,"Calendar Year (Jan - Dec), 2021","May, 2021",Kolkata,26.91
India,"Calendar Year (Jan - Dec), 2021","May, 2021",Delhi,57.63
India,"Calendar Year (Jan - Dec), 2021","May, 2021",Mumbai,39.96
India,"Calendar Year (Jan - Dec), 2021","April, 2021",Andhra Pradesh,90.06
India,"Calendar Year (Jan - Dec), 2021","April, 2021",Assam,25.11
India,"Calendar Year (Jan - Dec), 2021","April, 2021",Bihar,86.76
India,"Calendar Year (Jan - Dec), 2021","April, 2021",Gujarat,70.69
India,"Calendar Year (Jan - Dec), 2021","April, 2021",Haryana,28.26
India,"Calendar Year (Jan - Dec), 2021","April, 2021",Himachal Pradesh,11.25
India,"Calendar Year (Jan - Dec), 2021","April, 2021",Jammu & Kashmir,12.14
India,"Calendar Year (Jan - Dec), 2021","April, 2021",Karnataka,70.57
India,"Calendar Year (Jan - Dec), 2021","April, 2021",Kerala,46.45
India,"Calendar Year (Jan - Dec), 2021","April, 2021",Madhya Pradesh,78.93
India,"Calendar Year (Jan - Dec), 2021","April, 2021",Maharashtra,96.02
India,"Calendar Year (Jan - Dec), 2021","April, 2021",North East,12.64
India,"Calendar Year (Jan - Dec), 2021","April, 2021",Odisha,34.71
India,"Calendar Year (Jan - Dec), 2021","April, 2021",Punjab,39.69
India,"Calendar Year (Jan - Dec), 2021","April, 2021",Rajasthan,66.58
India,"Calendar Year (Jan - Dec), 2021","April, 2021",Tamil Nadu,84.85
India,"Calendar Year (Jan - Dec), 2021","April, 2021",Uttar Pradesh (East),101.77
India,"Calendar Year (Jan - Dec), 2021","April, 2021",Uttar Pradesh (West),64.32
India,"Calendar Year (Jan - Dec), 2021","April, 2021",West Bengal,56.99
India,"Calendar Year (Jan - Dec), 2021","April, 2021",Kolkata,27.28
India,"Calendar Year (Jan - Dec), 2021","April, 2021",Delhi,58.12
